country	country_code	continent	population	indicator	weekly_count	year_week	rate_14_day	cumulative_count	source	note	meta_extracted_date
Nigeria	NGA	Africa	206139587	cases	78.0	2022-20	0.0829534988832591	255937	Epidemic intelligence national data		2022-05-29
Nigeria	NGA	Africa	206139587	deaths	0.0	2022-20	0.0	3143	Epidemic intelligence national data		2022-05-29
North Macedonia	MKD	Europe	2068808	cases	491.0	2022-20	50.8505380876331	311350	Epidemic intelligence national data		2022-05-29
North Macedonia	MKD	Europe	2068808	deaths	6.0	2022-20	4.83370133912862	9297	Epidemic intelligence national data		2022-05-29
Northern Mariana Islands	MNP	Oceania	57557	cases	10.0	2022-20	59.0718765745261	11315	Epidemic intelligence national data		2022-05-29
Northern Mariana Islands	MNP	Oceania	57557	deaths	0.0	2022-20	0.0	34	Epidemic intelligence national data		2022-05-29
Norway	NOR	Europe	5391369	cases	1474.0	2022-20	60.0960535255517	1431485	Epidemic intelligence national data		2022-05-29
Norway	NOR	Europe	5391369	deaths	33.0	2022-20	16.3223849081745	3094	Epidemic intelligence national data		2022-05-29
Oceania (total)		Oceania	42652215	cases	426949.0	2022-20	1915.18541299672	8342060	Epidemic intelligence national data		2022-05-29
Oceania (total)		Oceania	42652215	deaths	411.0	2022-20	18.8970256292669	12181	Epidemic intelligence national data		2022-05-29
Oman	OMN	Asia	5106622	cases	46.0	2022-20	3.91648334260887	389473	Epidemic intelligence national data		2022-05-29
Oman	OMN	Asia	5106622	deaths	0.0	2022-20	0.195824167130444	4260	Epidemic intelligence national data		2022-05-29
Pakistan	PAK	Asia	220892331	cases	586.0	2022-20	0.454520080192372	1529837	Epidemic intelligence national data		2022-05-29
Pakistan	PAK	Asia	220892331	deaths	3.0	2022-20	0.0181083697287798	30379	Epidemic intelligence national data		2022-05-29
Palau	PLW	Oceania	18092	cases	185.0	2022-20	1298.91664824232	4967	Epidemic intelligence national data		2022-05-29
Palau	PLW	Oceania	18092	deaths	0.0	2022-20	0.0	6	Epidemic intelligence national data		2022-05-29
Palestine	PSE	Asia	5101416	cases	127.0	2022-20	5.15543135474543	657456	Epidemic intelligence national data		2022-05-29
Palestine	PSE	Asia	5101416	deaths	2.0	2022-20	0.392048011767713	5659	Epidemic intelligence national data		2022-05-29
Panama	PAN	America	4314768	cases	20045.0	2022-20	969.136695182684	830287	Epidemic intelligence national data		2022-05-29
Panama	PAN	America	4314768	deaths	21.0	2022-20	7.87991382155425	8227	Epidemic intelligence national data		2022-05-29
Papua New Guinea	PNG	Oceania	8947027	cases	518.0	2022-20	6.33730064746647	44394	Epidemic intelligence national data		2022-05-29
Papua New Guinea	PNG	Oceania	8947027	deaths	0.0	2022-20	0.0	651	Epidemic intelligence national data		2022-05-29
Paraguay	PRY	America	7132530	cases	354.0	2022-20	7.92145283651103	650283	Epidemic intelligence national data		2022-05-29
Paraguay	PRY	America	7132530	deaths	4.0	2022-20	1.82263516592289	18885	Epidemic intelligence national data		2022-05-29
Peru	PER	America	32971846	cases	3886.0	2022-20	18.9070396604424	3576309	Epidemic intelligence national data		2022-05-29
Peru	PER	America	32971846	deaths	76.0	2022-20	4.82229596729282	213116	Epidemic intelligence national data		2022-05-29
Philippines	PHL	Asia	109581085	cases	809.0	2022-20	1.7548649020951	3688941	Epidemic intelligence national data		2022-05-29
Philippines	PHL	Asia	109581085	deaths	0.0	2022-20	0.146010600278324	60455	Epidemic intelligence national data		2022-05-29
Poland	POL	Europe	37840001	cases	2067.0	2022-20	13.2003167758902	6013764	TESSy COVID-19		2022-05-29
Poland	POL	Europe	37840001	deaths	61.0	2022-20	3.46194494022344	116643	TESSy COVID-19		2022-05-29
Portugal	PRT	Europe	10298252	cases	191261.0	2022-20	3417.97811900505	4507987	TESSy COVID-19		2022-05-29
Portugal	PRT	Europe	10298252	deaths	221.0	2022-20	40.1038933597663	22883	TESSy COVID-19		2022-05-29
Puerto Rico	PRI	America	2860840	cases	30268.0	2022-20	2202.220326897	639258	Epidemic intelligence national data		2022-05-29
Puerto Rico	PRI	America	2860840	deaths	53.0	2022-20	27.2647194530278	4310	Epidemic intelligence national data		2022-05-29
Qatar	QAT	Asia	2881060	cases	756.0	2022-20	66.2256252906916	367099	Epidemic intelligence national data		2022-05-29
Qatar	QAT	Asia	2881060	deaths	0.0	2022-20	0.0	677	Epidemic intelligence national data		2022-05-29
Romania	ROU	Europe	19201662	cases	2750.0	2022-20	33.471060994616	2836536	TESSy COVID-19		2022-05-29
Romania	ROU	Europe	19201662	deaths	22.0	2022-20	2.44770478722102	61540	TESSy COVID-19		2022-05-29
Russia	RUS	Europe	145934460	cases	32772.0	2022-20	47.9269940766561	18297608	Epidemic intelligence national data		2022-05-29
Russia	RUS	Europe	145934460	deaths	667.0	2022-20	10.1415388798506	378426	Epidemic intelligence national data		2022-05-29
Rwanda	RWA	Africa	12952209	cases	72.0	2022-20	1.01141048604142	130003	Epidemic intelligence national data		2022-05-29
Rwanda	RWA	Africa	12952209	deaths	0.0	2022-20	0.0	1459	Epidemic intelligence national data		2022-05-29
Saint Kitts And Nevis	KNA	America	53192	cases	44.0	2022-20	133.478718604301	5654	Epidemic intelligence national data		2022-05-29
Saint Kitts And Nevis	KNA	America	53192	deaths	0.0	2022-20	0.0	43	Epidemic intelligence national data		2022-05-29
Saint Lucia	LCA	America	183629	cases	617.0	2022-20	702.503417216235	25013	Epidemic intelligence national data		2022-05-29
Saint Lucia	LCA	America	183629	deaths	2.0	2022-20	10.8915258483137	370	Epidemic intelligence national data		2022-05-29
Saint Vincent And The Grenadines	VCT	America	110947	cases	80.0	2022-20	132.495696143204	8607	Epidemic intelligence national data		2022-05-29
Saint Vincent And The Grenadines	VCT	America	110947	deaths	0.0	2022-20	0.0	106	Epidemic intelligence national data		2022-05-29
Samoa	WSM	Oceania	198410	cases	1337.0	2022-20	868.40381029182	12382	Epidemic intelligence national data		2022-05-29
Samoa	WSM	Oceania	198410	deaths	2.0	2022-20	25.2003427246611	25	Epidemic intelligence national data		2022-05-29
San Marino	SMR	Europe	34453	cases	169.0	2022-20	1030.38922590195	17021	Epidemic intelligence national data		2022-05-29
San Marino	SMR	Europe	34453	deaths	0.0	2022-20	0.0	115	Epidemic intelligence national data		2022-05-29
Sao Tome And Principe	STP	Africa	219161	cases	0.0	2022-20	2.73771337053582	5970	Epidemic intelligence national data		2022-05-29
Sao Tome And Principe	STP	Africa	219161	deaths	0.0	2022-20	0.0	73	Epidemic intelligence national data		2022-05-29
Saudi Arabia	SAU	Asia	34813867	cases	3186.0	2022-20	21.9079368574597	763042	Epidemic intelligence national data		2022-05-29
Saudi Arabia	SAU	Asia	34813867	deaths	12.0	2022-20	0.775553028912301	9130	Epidemic intelligence national data		2022-05-29
Senegal	SEN	Africa	16743930	cases	28.0	2022-20	0.364311126479865	86073	Epidemic intelligence national data		2022-05-29
Senegal	SEN	Africa	16743930	deaths	0.0	2022-20	0.0	1966	Epidemic intelligence national data		2022-05-29
Serbia	SRB	Europe	6871547	cases	2546.0	2022-20	78.6285824720401	2015382	Epidemic intelligence national data		2022-05-29
Serbia	SRB	Europe	6871547	deaths	19.0	2022-20	5.82110549487619	16068	Epidemic intelligence national data		2022-05-29
Seychelles	SYC	Africa	98340	cases	245.0	2022-20	957.901159243441	43632	Epidemic intelligence national data		2022-05-29
Seychelles	SYC	Africa	98340	deaths	0.0	2022-20	10.1688021151108	167	Epidemic intelligence national data		2022-05-29
Sierra Leone	SLE	Africa	7976985	cases	0.0	2022-20	0.0	7682	Epidemic intelligence national data		2022-05-29
Sierra Leone	SLE	Africa	7976985	deaths	0.0	2022-20	0.0	125	Epidemic intelligence national data		2022-05-29
Singapore	SGP	Asia	5850343	cases	29402.0	2022-20	883.931078912809	1269635	Epidemic intelligence national data		2022-05-29
Singapore	SGP	Asia	5850343	deaths	14.0	2022-20	3.93139342428299	1375	Epidemic intelligence national data		2022-05-29
Sint Maarten	SXM	America	42882	cases	156.0	2022-20	363.78900237862	10279	Epidemic intelligence national data		2022-05-29
Sint Maarten	SXM	America	42882	deaths	0.0	2022-20	0.0	86	Epidemic intelligence national data		2022-05-29
Slovakia	SVK	Europe	5459781	cases	1696.0	2022-20	79.5269993430139	2289765	TESSy COVID-19		2022-05-29
Slovakia	SVK	Europe	5459781	deaths	3.0	2022-20	1.28210270704997	19459	TESSy COVID-19		2022-05-29
Slovenia	SVN	Europe	2108977	cases	2733.0	2022-20	309.581375235482	1022600	TESSy COVID-19		2022-05-29
Slovenia	SVN	Europe	2108977	deaths	2.0	2022-20	12.8024155787379	7760	TESSy COVID-19		2022-05-29
Solomon Islands	SLB	Oceania	686878	cases	0.0	2022-20	252.300990860095	18174	Epidemic intelligence national data		2022-05-29
Solomon Islands	SLB	Oceania	686878	deaths	0.0	2022-20	2.91172522631384	146	Epidemic intelligence national data		2022-05-29
Somalia	SOM	Africa	15893219	cases	3.0	2022-20	0.226511696592113	26521	Epidemic intelligence national data		2022-05-29
Somalia	SOM	Africa	15893219	deaths	0.0	2022-20	0.0	1361	Epidemic intelligence national data		2022-05-29
South Africa	ZAF	Africa	59308690	cases	42199.0	2022-20	135.300577369016	3921633	Epidemic intelligence national data		2022-05-29
South Africa	ZAF	Africa	59308690	deaths	172.0	2022-20	6.62634767350282	100916	Epidemic intelligence national data		2022-05-29
South Korea	KOR	Asia	51269183	cases	172315.0	2022-20	785.40943396738	17967672	Epidemic intelligence national data		2022-05-29
South Korea	KOR	Asia	51269183	deaths	243.0	2022-20	11.449373008343	23987	Epidemic intelligence national data		2022-05-29
South Sudan	SSD	Africa	11193729	cases	10.0	2022-20	0.410944377874433	17551	Epidemic intelligence national data		2022-05-29
South Sudan	SSD	Africa	11193729	deaths	0.0	2022-20	0.0	138	Epidemic intelligence national data		2022-05-29
Spain	ESP	Europe	47398695	cases	88009.0	2022-20	436.182894908816	12311444	TESSy COVID-19		2022-05-29
Spain	ESP	Europe	47398695	deaths	230.0	2022-20	13.4602861956432	106053	TESSy COVID-19		2022-05-29
Sri Lanka	LKA	Asia	21413250	cases	102.0	2022-20	0.95268116703443	663765	Epidemic intelligence national data		2022-05-29
Sri Lanka	LKA	Asia	21413250	deaths	1.0	2022-20	0.14010017162271	16512	Epidemic intelligence national data		2022-05-29
Sudan	SDN	Africa	43849269	cases	34.0	2022-20	0.182443178243177	62229	Epidemic intelligence national data		2022-05-29
Sudan	SDN	Africa	43849269	deaths	3.0	2022-20	0.0912215891215883	4939	Epidemic intelligence national data		2022-05-29
Suriname	SUR	America	586634	cases	232.0	2022-20	144.383039510155	80240	Epidemic intelligence national data		2022-05-29
Suriname	SUR	America	586634	deaths	2.0	2022-20	18.7510440922279	1339	Epidemic intelligence national data		2022-05-29
Sweden	SWE	Europe	10379295	cases	1823.0	2022-20	33.586096165491	2507061	TESSy COVID-19		2022-05-29
Sweden	SWE	Europe	10379295	deaths	6.0	2022-20	3.17940669380724	18953	TESSy COVID-19		2022-05-29
Switzerland	CHE	Europe	8670300	cases	8057.0	2022-20	216.601501678143	3650661	Epidemic intelligence national data		2022-05-29
Switzerland	CHE	Europe	8670300	deaths	11.0	2022-20	2.88340657186026	13242	Epidemic intelligence national data		2022-05-29
Syria	SYR	Asia	17500657	cases	9.0	2022-20	0.182850278135272	55879	Epidemic intelligence national data		2022-05-29
Syria	SYR	Asia	17500657	deaths	0.0	2022-20	0.0	3150	Epidemic intelligence national data		2022-05-29
Taiwan	TWN	Asia	23816775	cases	618097.0	2022-20	4322.03352469006	1386640	Epidemic intelligence national data		2022-05-29
Taiwan	TWN	Asia	23816775	deaths	368.0	2022-20	21.7073890146756	1436	Epidemic intelligence national data		2022-05-29
Tajikistan	TJK	Asia	9537642	cases	0.0	2022-20	0.0	17786	Epidemic intelligence national data		2022-05-29
Tajikistan	TJK	Asia	9537642	deaths	0.0	2022-20	0.0	125	Epidemic intelligence national data		2022-05-29
Thailand	THA	Asia	69799978	cases	36509.0	2022-20	120.709207100323	4415593	Epidemic intelligence national data		2022-05-29
Thailand	THA	Asia	69799978	deaths	263.0	2022-20	9.05444411458124	29775	Epidemic intelligence national data		2022-05-29
Timor Leste	TLS	Asia	1318442	cases	7.0	2022-20	0.834318081493156	22896	Epidemic intelligence national data		2022-05-29
Timor Leste	TLS	Asia	1318442	deaths	0.0	2022-20	0.758470983175597	131	Epidemic intelligence national data		2022-05-29
Togo	TGO	Africa	8278737	cases	23.0	2022-20	0.483165487682481	37046	Epidemic intelligence national data		2022-05-29
Togo	TGO	Africa	8278737	deaths	0.0	2022-20	0.0	273	Epidemic intelligence national data		2022-05-29
Tonga	TON	Oceania	105697	cases	550.0	2022-20	695.383974947255	11500	Epidemic intelligence national data		2022-05-29
Tonga	TON	Oceania	105697	deaths	0.0	2022-20	0.0	11	Epidemic intelligence national data		2022-05-29
Trinidad And Tobago	TTO	America	1399491	cases	3185.0	2022-20	458.666758128491	158225	Epidemic intelligence national data		2022-05-29
Trinidad And Tobago	TTO	America	1399491	deaths	19.0	2022-20	26.4381835967505	3893	Epidemic intelligence national data		2022-05-29
Tunisia	TUN	Africa	11818618	cases	574.0	2022-20	13.9694844185674	1042363	Epidemic intelligence national data		2022-05-29
Tunisia	TUN	Africa	11818618	deaths	4.0	2022-20	5.58440927695607	28632	Epidemic intelligence national data		2022-05-29
Turkey	TUR	Europe	83614362	cases	8071.0	2022-20	24.5101433650836	15062393	Epidemic intelligence national data		2022-05-29
Turkey	TUR	Europe	83614362	deaths	25.0	2022-20	1.05245077394718	98925	Epidemic intelligence national data		2022-05-29
Turks And Caicos Islands	TCA	America	38718	cases	77.0	2022-20	330.595588615114	6123	Epidemic intelligence national data		2022-05-29
Turks And Caicos Islands	TCA	America	38718	deaths	0.0	2022-20	0.0	36	Epidemic intelligence national data		2022-05-29
Uganda	UGA	Africa	45741000	cases	0.0	2022-20	0.0	164153	Epidemic intelligence national data		2022-05-29
Uganda	UGA	Africa	45741000	deaths	0.0	2022-20	0.0	3598	Epidemic intelligence national data		2022-05-29
Ukraine	UKR	Europe	43733759	cases	0.0	2022-20	6.49612579609267	5009301	Epidemic intelligence national data		2022-05-29
Ukraine	UKR	Europe	43733759	deaths	0.0	2022-20	1.09755029289845	108497	Epidemic intelligence national data		2022-05-29
United Arab Emirates	ARE	Asia	9890400	cases	2247.0	2022-20	46.2974197201327	904731	Epidemic intelligence national data		2022-05-29
United Arab Emirates	ARE	Asia	9890400	deaths	0.0	2022-20	0.0	2302	Epidemic intelligence national data		2022-05-29
United Kingdom	GBR	Europe	68059863	cases	28578.0	2022-20	153.851323503252	22232377	Epidemic intelligence national data		2022-05-29
United Kingdom	GBR	Europe	68059863	deaths	480.0	2022-20	21.716176537117	177890	Epidemic intelligence national data		2022-05-29
United Republic Of Tanzania	TZA	Africa	59734213	cases	0.0	2022-20	0.0937486194050971	33928	Epidemic intelligence national data		2022-05-29
United Republic Of Tanzania	TZA	Africa	59734213	deaths	0.0	2022-20	0.0	803	Epidemic intelligence national data		2022-05-29
United States Of America	USA	America	331002647	cases	677092.0	2022-20	431.110449699818	83290712	Epidemic intelligence national data		2022-05-29
United States Of America	USA	America	331002647	deaths	2332.0	2022-20	14.0421837774608	1002174	Epidemic intelligence national data		2022-05-29
United States Virgin Islands	VIR	America	104423	cases	777.0	2022-20	1596.39159955182	19020	Epidemic intelligence national data		2022-05-29
United States Virgin Islands	VIR	America	104423	deaths	0.0	2022-20	0.0	113	Epidemic intelligence national data		2022-05-29
Uruguay	URY	America	3473727	cases	8310.0	2022-20	398.649634815862	916388	Epidemic intelligence national data		2022-05-29
Uruguay	URY	America	3473727	deaths	12.0	2022-20	4.03025338490906	7227	Epidemic intelligence national data		2022-05-29
Uzbekistan	UZB	Asia	33469199	cases	111.0	2022-20	0.576649593556153	238929	Epidemic intelligence national data		2022-05-29
Uzbekistan	UZB	Asia	33469199	deaths	0.0	2022-20	0.0	1637	Epidemic intelligence national data		2022-05-29
Vanuatu	VUT	Oceania	307150	cases	195.0	2022-20	203.809213739215	8682	Epidemic intelligence national data		2022-05-29
Vanuatu	VUT	Oceania	307150	deaths	0.0	2022-20	0.0	14	Epidemic intelligence national data		2022-05-29
Venezuela	VEN	America	28435943	cases	323.0	2022-20	2.08890557981496	523343	Epidemic intelligence national data		2022-05-29
Venezuela	VEN	America	28435943	deaths	4.0	2022-20	0.246167324220618	5716	Epidemic intelligence national data		2022-05-29
Vietnam	VNM	Asia	97338583	cases	12257.0	2022-20	31.362692016998	10708887	Epidemic intelligence national data		2022-05-29
Vietnam	VNM	Asia	97338583	deaths	10.0	2022-20	0.184921533119092	43075	Epidemic intelligence national data		2022-05-29
Wallis And Futuna	WLF	Oceania	11246	cases	0.0	2022-20	0.0	454	Epidemic intelligence national data		2022-05-29
Wallis And Futuna	WLF	Oceania	11246	deaths	0.0	2022-20	0.0	7	Epidemic intelligence national data		2022-05-29
Western Sahara	ESH	Africa	597330	cases	0.0	2022-20	0.0	766	Epidemic intelligence national data		2022-05-29
Western Sahara	ESH	Africa	597330	deaths	0.0	2022-20	0.0	1	Epidemic intelligence national data		2022-05-29
Yemen	YEM	Asia	29825968	cases	0.0	2022-20	0.0	11819	Epidemic intelligence national data		2022-05-29
Yemen	YEM	Asia	29825968	deaths	0.0	2022-20	0.0	2149	Epidemic intelligence national data		2022-05-29
Zambia	ZMB	Africa	18383956	cases	568.0	2022-20	7.83291691951395	321195	Epidemic intelligence national data		2022-05-29
Zambia	ZMB	Africa	18383956	deaths	2.0	2022-20	0.489557307469622	3985	Epidemic intelligence national data		2022-05-29
Zimbabwe	ZWE	Africa	14862927	cases	1440.0	2022-20	15.8111521371262	250702	Epidemic intelligence national data		2022-05-29
Zimbabwe	ZWE	Africa	14862927	deaths	12.0	2022-20	1.27834847066126	5495	Epidemic intelligence national data		2022-05-29
